Description,Food,Service,Atmosphere,Price,labe
"We didn__ know we had to set up reservations, so the lady at the front desk gave us attitude when we said we didn__ have one. She was giving attitude about cutting 8 pieces of cheese... The lady we did the pairing was amazing.",1,0,0,0,0
Great tasting experience! Chocolates are flavored to match each wine which is different than many other winery tastings. Service was great!,1,1,0,0,1
"Knowledgable and friendly staff, with a intimate setting. The wines are delicious! To improve would like to be able to preselect tasting and converse about options prior to seating.",1,1,0,0,1
The wines were excellent and the chocolates was tasty. My husband and I are very please with our time at Blue Mountain,1,0,0,0,1
We loved it. Perfect for a day out with your loved one,0,0,0,0,1
Amazing experience and lovely crew!!_,0,0,0,0,1
"Great spot for a quick date. Very intimate, only about 4 other people in the room so not too crowded, but not much privacy either. Hostess was kind and knowledgeable. Wine was good, but nothing I would write home about.",1,0,0,0,1
It was a cozy place. The host was very helpful and patient with me and my guest. Who like to do it again.,0,1,0,0,1
Loved the experience.  Very friendly staff.  Would definitely go again!,0,1,0,0,1
"Friendly, knowledgeable staff and excellent wines. Great location in center city. Definitely worth a visit!",1,1,0,0,1
I had a great time and staff was very helpful,0,1,0,0,1
Great wine and great service,1,1,0,0,1
Great time!!,0,0,0,0,1
As Always I enjoy my experience,0,0,0,0,1
"Great experience, delicious wine and amazing customer service. I would definitely recommend and revisit !",1,1,0,0,1
The vineyard/cellar dogs were really the only great thing about this Winery.  The wines were subpar and the chocolates were nothing special.,1,0,0,0,0
It was so much fun!,0,0,0,0,1
It was so much fun!,0,0,0,0,1
"Friendly staff.  Nice vibe.  Enjoyed the music on Sunday.  Liked the cheese with the wine and cheese pairing, but unfortunately not the greatest red wines we have ever had, but everyone's tastes are different.  Still, worth a visit.",1,1,0,0,1
Awesome service and products,1,1,0,0,1
Atmosphere and people were great. Wine and cheese were pretty good.  The dogs were not exactly great for the situation.  We would still go back.,1,1,1,0,1
"The wine tasting was great fun.  We went in early October, so the vineyard work was already completed and there wasn__ much to see.  However, the guide was very well informed, taught us a great deal about this vineyard, its values, and work.  The wines are delicious!",1,0,0,0,1
I loved it the staff was very informative and nice,0,1,0,0,1
"Great place, friendly atmosphere, will love to go back",0,0,1,0,1
Great place for a ladies night out or even date night! Very intimate and the staff is amazing and very knowledgeable about the wine. Literally just bought another one because it was that good!,1,1,0,0,1
It was fun... Nice little drive from Philadelphia. I would go again.,0,0,0,0,1
Fun time,0,0,0,0,1
"We had the wine/cheese paring and it was great. Very informative. The groupon I purchased was also for a winery tour, but unfortunately those are only offered on the weekend. Would go back!!",1,0,0,1,1
The guide was amazing so good knowledge about  wines etc...very friendly staff. My husband and I had good afternoon we also bought cheese (merlot and smoke Gouda) and of course a bottle of wine very highly recommend place nice view.!,1,1,0,0,1
"Fantastic! Not only is the wine terrific, but all the employees! Makes for the most wonderful time.",0,1,0,0,1
I purchased 12 bottles between my daughter and myself. When we opened them they did not Taste as good as the samples we tried. They were very light and hardly had a taste.,1,0,0,0,0
Was very good wine great atmosphere.,1,0,1,0,1
"It was one of the best days that I have had in a very long time. The tour guide (Stephanie) was excellent. She really seems like she enjoys what she is doing and has a great respect for the business.
The wine, chocolate, tour, atmosphere, and people were amazing. You really could feel relaxed and completely enjoy your time there. Would love to do it again real soon.",1,0,1,0,1
"This place is so low key and excellent. The service was incredible, wines were incredible. I have to go back and purchase another bottle. I highly recommend this place.",1,1,0,0,1
I loved the owner. He was very knowledgeable and passionate about his craft. He made us laugh and his dogs are so cute. I went for the cheese and I want to go back for the chocolate pairing. The wine was delicious and the entire grounds were beautiful.,1,0,0,0,1
Great place to for a Saturday afternoon to enjoy with close friends. Our guide was lovely and definitely knows what she is talking about. Would recommend to others to go and would like to come back again for other wine tastings,0,0,1,0,1
Wonderful time. Very relaxing!,0,0,0,0,1
"Extremely short tour, with mostly trivial facts. As for the wine tasting, I think they were trying to advertise flavors that didn__ sell too well in the first place. However, the environment is very relaxed and enjoyable, and so are the people that work there. Also beautiful location.",1,0,0,0,0
"Great place, good people, and delicious wines.",1,0,0,0,1
Great wine experience will be going back.,1,0,0,0,1
Will return.,0,0,0,0,1
Fantastic! Wine and cheese were delicious and we had a Great table of people. Going again!!,1,0,0,0,1
Great service.  I enjoyed my visit and the wine.,1,1,0,0,1
It was nice not what I expected,0,0,0,0,0
Surprised my mom for Mother__ Day! She had a lot of fun and loved learning about how to make wine!,1,0,0,0,1
We had a wonderful time. We learned a lot of about their wines and the tastings were great. We plan to go back.,1,0,0,0,1
We had a great time learning more about wine and sampling the wine and cheese. Highly recommend!,1,0,0,0,1
"Wow wonderful place my wife loved it here , Took my wife here for her birthday she had a blast . definitely would love to come back for our anniversary .",0,0,0,0,1
Lovely outing with my fiance for his birthday. The employee was very knowledgeable (forget her name). I went to the location at Reading Terminal in Philly. You get quite a bit of wine and the cheeses are great. Ended up buying a bottle on the way out!,1,0,0,0,1
Not very knowledgeable about the product's,0,0,0,0,0
"Very good service, the employees there were  very knowledgeable, great experience  will definitely go again",0,1,0,0,1
I enjoyed it was my first wine tasting experience.,1,0,0,0,1
I enjoyed it was my first wine tasting experience.,1,0,0,0,1
Great wine and delicious cheeses __,1,0,0,0,1
"Had a very pleasant experience at Blue Mt Vineyards. Great wine and cheese pairing with a friendly employee. Really enjoyed the dry wines we sampled. Afterwards, we sat and relaxed on the deck, sipping very tasty Sangria. Will definitely go back!",1,0,0,0,1
Great first experience. Will definitely be returning.,0,0,0,0,1
The place looks basic. Nothing fancy about it.,0,0,0,0,0
"Knats everywhere, two large dog were allowed to roam around the store even though a member of our group told them she was frightened by them, cheese was old (dried out edges) & as far as tasting the wine we were given a very small amount to sip._πÔ__πÔ__πÔ_",1,0,0,0,0
"This was one of the worst experiences of my life. The only good thing about it was the pre-packaged chocolates over which the employee had no control. We were greeted at the door by two huge Rottweilers, not a problem for me personally, but not a great idea for customers who dislike or fear dogs. We stood at a bar for the entire experience. We were given so little wine to taste, there was barely enough to have a pre and post chocolate sip (and I do mean sip)of each wine. And all but one of the wines we tasted had the stale taste of a wine that had sat for too long in an opened bottle. The woman who facilitated the tasting admitted that she did not regularly taste the wines and simply regurgitated the description sheets we receive during the tasting via rote memorization as an introduction of each. Glasses were not rinsed between wines. ""Palate cleansing "" achieved by an offer of miniature oyster crackers. The entire experience lasted less than 5 minutes. I gave a one star rating only because there was no option for zero stars. Definitely would not recommend to others.",1,1,1,0,0
We did the wine and cheese tasting and were not impressed with the wines we tasted. The experience would have also been better if we had better service while we were there.,1,1,0,0,0
Love love love!,0,0,0,0,1
My  husband and I enjoyed the cheese spread and the selections of wine. We will be back soon ____,1,0,0,0,1
This was a very nice experience and is very fun to enjoy with your friends! The staff is amazing and our server very sweet!,1,1,0,0,1
I had a great experience. My friend and I were helped by two girls who were very friendly and quick. Also were generous which I enjoyed. I have been twice and would definitely go again. Fun experience,0,0,0,0,1
They were really friendly and the wine and cheese were delicious. I would highly recommend this to anyone!,1,0,0,0,1
Everything was great! The employees were very knowledgeable about the wine & they tasted great. We each took a few bottles home to enjoy at home. Thanks for a wonderful time (-:,1,0,0,0,1
"This is a hidden gem at reading terminal and although it isn't the full winery experience, it makes for a great outing with friends!",0,0,0,0,1
"Given wrong address and location...drove for 4 hours to get to the right location they own.  Lady working the tastings was not very engaging.  Wines were ""so-so"" in quality.

We paid for 4.  Came without the 4th person.  We asked for 1 extra taste (1 sip) and they charged us additional $, when they were paid for someone who was not even there.  They made extra $ off us, but no means to compensate us for that missing person.",1,1,0,0,0
"staff was very friendly, informative and helpful.   They went out of their way to make this a good experience.   Reservations are a must though - it gets crowded!",0,1,1,0,1
"Such an amazing place! I love it. Got wine glasses and accidently dropped them, bummer.",0,0,0,0,1
I would return to this place. The staff was nice and the wine with the chocolate was tasty!,1,1,0,0,1
Everyone was friendly and knowledgeable. The wine was also great!,1,0,1,0,1
It wasn't what I thought it would be and when me and y coworker got there they were having a event which we couldn't stay for and wasn't made aware when we made the reservation that a event would be going on and we would have to leave early,0,0,0,0,0
"Poor service , rude staff",0,1,0,0,0
"Very quaint place. 2 dogs on the premises who are extremely sweet. Tasty Wine and chocolate. Nice shop. Nice and curteious staff. 
Recommend highly.",1,1,0,0,1
"The manager fascilitated our wine tasting and was extremely knowledgeable, passionate, and fun.  We had an amazing time and the wine tasted great.  We receives chocolates with our wine tasting and souvenir glasses to take home.  I ended up purchasing the Red Horizon to go and the White Merlot was my second choice.  Money well spent!!!",1,0,0,1,1
Event was informative and guide was very personable.  Small vineyard but everyone was very friendly,0,0,0,0,1
Very good wines - one of our favorite vineyards of the day!  Plan on at around 2 hours for tour and tasting.,1,0,0,0,1
Very nice place to visit.  Very interesting and informative tour.  Our guide was great.  We also got to hear some good music while there.  Seems that Sundays are music days.,0,0,0,0,1
Good wine and cheese with a comforting atmosphere,1,0,1,0,1
Awesome wine and chocolate...the staff is so nice....,1,1,0,0,1
"Great Tour!  Guide, Victor, was very knowledgeable and made the tasting fun.  Will definitely go back again.",0,0,0,0,1
We had the best time on the wine tour and tasting. The staff was extremely accommodating and knowledgeable. The wine and chocolates were the absolute best in this region. We will definitely come back.,1,1,0,0,1
"It was the best tasting We've been to! Victor made it entertaining, informational and an overall fun experience. The wines and chocolates sampled were delicious. We defiantly recommend!!! Thank you Victor for making our day.
Thanks, Barry and Jacqui",1,1,0,0,1
"The wine wasn't the best I've had but it was still good. The people were lovely. The cheese was really good. I took my favorite wine at that time home with me. I wouldn't go back to that location because it wasn't as classy as I wanted it to be. I know the New Tripoli location would be a better fit because they have a big vineyard and all of that good stuff. The location I went to in philly is nice for tourists, or for people who are just getting a drink and walking around the rest of the building, because there is so much other stuff going on in the building other than the wine tasting place. But overall I love to experience new things and that was a nice experience for what it was worth. I will go back to buy wine of course, I just don't think sitting there for a wine tasting is good for me, too much going on around you.",1,0,0,0,1
It was an amazing experience! The staff and the wine are incredible!! _,1,0,0,0,1
"I love the wine and chocolate,  will love doing it again",1,0,0,0,1
"We had a very relaxing time at Blue Mountain Vineyards. The wine and cheese pairing was excellent. The staff was friendly and helpful. It was so nice just to sit on their deck, overlooking the vineyards and ponds and enjoy the wine.",1,1,0,0,1
Great experience! We went to the reading terminal store. Very knowledgeable staff and the wine was delicious!,1,1,0,0,1
excellent tour and tasting,1,0,0,0,1
"Very friendly staff, great wines!",1,1,0,0,1
I have been coming here for almost 20 years. The wines here are as timeless as the owners. Always worth stopping in to check out new wines and awesome entertainment!,1,0,0,0,1
We visited their location in Reading Terminal. The staff member who took care of us was very friendly and knowledgeable about the wines. We thought the wines were very good and went well with the chocolate! All in all a very pleasant little experience.,1,1,1,0,1
"Lovely experience, very educational and marvelous wine. I definitely learned a thing or two",0,0,0,0,1
"Friendly folks, great atmosphere, fun tour and tasting (ours was paired with cheese). Victor is knowledgeable as well as humorous! The wines are fabulous and the prices are great. Lots of neat activities to make you want to come again.",1,0,1,0,1
Great staff and wonderful wines!!!,1,0,0,0,1
Great staff and wonderful wines!!!,1,0,0,0,1
Lots of delicious wines!,1,0,0,0,1
Great time at the tasting. Went to the Philadelphia location so there isn't a vineyard but the people were great and informative. The wine was amazing! My boyfriend and I will go back again,1,0,0,0,1
We had so much fun at the reading terminal wine tasting with our awesome instructor AJ who answered all our random questions about wine production and pairing. Also had a happy little wine buzz all afternoon for some fun reading terminal shopping and eating which topped it off and made the groupon well worth every penny. We even bought a few bottles of our favorite wines and got souvenir glasses (which came with the groupon)! Great for a different kind of date night or even with a few friends! And we will definitely be back to visit Blue Mountain Vineyards in reading terminal!!,1,1,0,1,1
"Wine was delicious, preferred the sweets over the dries. Chocolate pairing was perfect for the wines, we really enjoyed ourselves and would go back any day!!!",1,0,0,0,1
absolutely amazing best wine I've ever had and the tour experience was great and so much great info given. this is definitely worth the price and time you will not regret it,1,0,0,1,1
The staff was great and the wine was good. The Reading Terminal Location is awful. I plan to attend their other location.,1,1,0,0,1
Great atmosphere and great wine!,1,0,1,0,1
Excellent wine and the young woman who was doing the wine and cheese pairing was knowledgable about the wines.,1,0,0,0,1
Lovely experience and a great bargain! Wasn't stingy with the wine and the cheese that was paired with it complimented so well. The lady who served us was very lax yet knowledgeable. My mother and I will definitely be returning!,1,0,0,0,1
Me and my husband went to Reading Terminal location for our 10 year Anniversary.We had a good time. The wine and chocolate pairing suggested by the host was very good. The host was very warm and friendly and was able to answer all the questions we had.,1,0,0,0,1
"Wonderful time however, proprietor gave a one hour ""lecture"" prior to touring facility. Way too long in a non airconditioned room.  Tour itself very nice and wines excellent.",1,0,0,0,1
The tour was very informative about the wine making process and what things make a better wine.,1,0,0,0,1
"Informative tour, great wine. The grounds and parking lot could be better groomed.",1,0,0,0,1
Thank you for a very informative tour.  Your wines are excellent!,1,0,0,0,1
"Tranquil setting and the informative, congenial tour as well as the wine tasting made for a very pleasant experience. Thanks again! BTW- we are enjoying the wine.",1,0,1,0,1
The winery was very nice. Ken the owner and wine maker was great his tour was very informative and the wine was fantastic.,1,0,0,0,1
Great experience! Joe... the owner was so knowledgeable and very personable during the tour. The wine is lovely. They had wines to accommodate my palate  (I like dry) and my girlfriends palate (she likes sweet). We'll be going back!,1,0,0,0,1
Joe and Vicki could not have been more gracious and knowledgeable.   We have done a lot of wine tours and this by far was the best. Learned a lot of new info and the wines were very good.  Will definitely be back.,1,0,0,0,1
"Very nice place. Good wine, definitely check this place out if you are in the area.",1,0,1,0,1
Great vineyard! Staff was friendly & helpful. Wines were unique & excellent! The wine glasses were etched in a party of 2 but not in a party of 4. Glasses were also bigger in a party of 2. Good time!,1,1,0,0,1
great time.  tour guide was very informative.,0,0,0,0,1
"Excellent tasting wine, very informative. Great atmosphere. Will definitely go back.",1,0,1,0,1
"I thought that the location, setting and ambiance were impressive and welcoming! The staff were welcoming, the brief tour was informative and interesting.. Thanks to tour guide, Victor, for his hospitality and great Smiles, that made for an enjoyable experience!!!",0,1,1,0,1
Great time and great wine !,1,0,0,0,1
The wine and chocolates were great.  Little hard to find since it is in the Giant store.  This is the Hummelstown store.,1,0,0,0,1
"nice tour, friendly, very informative and great tasting wine",1,0,0,0,1
The wine and chocolate were great.  The samples of the wine were larger that I've had at other winery tastings.,1,0,0,0,1
Excellent information and good tour of their cellars. Great wines! Will highly recommend.,1,0,0,0,1
Excellent tour and excellent wine.  It is a very beautiful location as well.,1,0,0,0,1
"Great tour & FABULOUS wine! The owners/operators were extremely knowledgeable and not only did I love all the wines I tasted, I learned some interesting facts as well. I would definitely recommend this Groupon!",1,0,0,1,1
Excellent and informative tour. Great tasting wine.,1,0,0,0,1
Very nice and informative tour.  A great place with great people and really great wine (and I'm not a fan of wine!).,1,0,0,0,1
Great tasting wines and cheeses. Friendly helpful people.,1,0,1,0,1
"Very good wines, reasonably priced, great informational tour, will definitely go back!",1,0,0,1,1
"We went here as a girls weekend, we also frequented many wineries in the area.  The wine was delicious, the gentlemen that did our wine tasting was very knowledgeable.  He invited us to explore the vineyard and look around. the surrounding area is beautiful, there is also a deck overlooking two lakes.  Even though it was a chilly day we sat outside and enjoyed the atmosphere.  Definitely worth the trip!",1,0,1,0,1
"It wasn't a tour really, more of a lecture on the difference Pennsylvania and California wines, but the pairing and tasting was really on point  We went dieing the wine trail weekend so there was other things going on in the store,  the Vineyard looked really amazing considering the weather",1,0,0,0,1
"Great time.  Sundays are fun there is music.   Good wine, sangria    Beautiful scenery.",1,0,0,0,1
"Excellent tour. Owner was very informative and quite funny.
Wine tasting with cheese was very satisfying. We generally do not like PA wines but this was really good.",1,0,0,0,1
"Make sure you make an appointment here prior to coming, because weekends can get busy! Bought this as a gift for my friend and we had a wonderful time. Lots of delicious wine to choose from at very reasonable prices!",1,0,0,1,1
"Make sure you make an appointment here prior to coming, because weekends can get busy! Bought this as a gift for my friend and we had a wonderful time. Lots of delicious wine to choose from at very reasonable prices!",1,0,0,1,1
The entire experience was amazing! This vineyard is old world and has 30 years experience. Extremely friendly staff and overall great ambiance. You can bring your own picnic too!,0,1,0,1,1
Good wine and decent chocolate.  Very nice afternoon.  I really enjoyed the chilled white merlot.,1,0,0,0,1
Great wine gret service you couldnt ask for a better time,1,1,0,0,1
Beautiful vineyard. Victor was an awesome guide.,0,0,0,0,1
This was a great experience to learn and taste some delicious wines. The host was amazing and so welcoming. Highly recommended.,1,0,0,0,1
"They were kind, professional, fun and helpful. The wine and chocolate was GREAT!",1,0,0,0,1
"Great place, great people, great atmosphere, great wine.",1,0,1,0,1
The wines are great!,1,0,0,0,1
Great location. Nice people. Nancy is the bomb! Great wine. Good selection of wine paraphernalia to purchase. We're planning on coming back.,0,0,0,0,1
Great place to go. Wine was terrific.,1,0,0,0,1
"Joe, guide was amazing. So knowledgible and friendly.. The tour was fun, tasting was great. Good news to any dry wine lover... Pa can make a good wine!! Not all pa wines have to taste like potpourri. I will definitely be going back. Thanks groupon!",1,0,0,1,1
We had a great time! The wine is fabulous!,1,0,0,0,1
"we had a very good time Very informal , the wine was very good",1,0,0,0,1
We celebrated our 8th anniversary their and it was a great experience. It is a relaxing atmosphere and must do for every couple or adult group looking to hang out and enjoy some wine together.,0,0,1,0,1
"Amazing!! Wines are bar-none the best in the region! Joe was an absolute gem! Great educator and quite the ""gabber""! Loved every minute of our experience! Will be back and bringing lots more friends!!",1,0,0,0,1
It was a great experience - and the wines were enjoyable!,1,0,0,0,1
I had an amazing time. Great wine!,1,0,0,0,1
Great vineyard in a very scenic location. Friendly people and great tasting wine!,1,0,0,0,1
It was a fun tour and wine-tasting experience and the staff and owner were friendly and accommodating!,1,1,0,0,1
Try the Apple Spice wine...its awesome!,1,0,0,0,1
"Folks there were very personable, wine was excellent (we bought a case) although a little more info on the wine & cheese pairing would be cool.",1,0,0,0,1
it was very good. RESERVATION REQUIRED! it was very good. their wines are low in sulfites therefore you reduced to no headaches and migranes and rosation (redness in the face) excelent place. small building. great people. tasty wine.,1,0,0,0,1
"Thoroughly enjoyed ourselves (all 4 had different needs & expectations and they were all met)! And the wine is great on top of the experience! You gained 3 new customers (I already was one, but I switched my wine type) and will definitely see us again!",1,0,0,0,1
Great Wine!,1,0,0,0,1
The owners were very welcoming and informative about their Vineyard. The atmosphere was great to be in but most importantly their wine was spectacular. I highly recommend the wine tasting at Blue Mountain Vineyards which will help you decide the wines you would like to purchase. My personal favorites were the Vignoles and Victoria's Passion.,1,0,1,0,1
Beautiful scenery. Inside setup  is very nice. The man who owns it has a lot of knowledge about wine. Great tour.,1,0,0,0,1
"Great tour to do with friends!! Beautiful atmosphere and Joe, the owner, is personable and knowledgeable!  Don't forget to say hello to Virdal!",0,0,1,0,1
The tour was great!,0,0,0,0,1
"It was a great tour, well worth it.",0,0,0,0,1
"I enjoyed the wine tour and tasting.  Victoria Passion was my favorite, served with chocolate chips. I tried 5 different wines. I would go back to try a few more.",1,0,0,0,1
"It was an exceptional tour. Vicky, the owner was very friendly,
Personable  and very knowable 
Our group had a fun time with the wine and  cheese tasting",1,0,0,0,1
Excellent tour and very fun experience.  The staff was friendly and accommodating.,0,1,0,0,1
"Went with friends. Had a great time. Tour and tasting was informative , interesting and professional.",1,0,0,0,1
Thank you for a great tour and for exposing us to the magic of Blue Mountain.  We will be back :),0,0,0,0,1
This winery was so worth the drive! The owner was so friendly and the staff were friendly! Very nice place and their wine is very good.,1,1,0,0,1
Very informative. Good wine also,1,0,0,0,1
Everything was great! We learned a lot and it was so neat to learn the history of the winery. The wine is amazing and is a great price! We will be back in the summer for sure! Thank you for a great experience.,1,0,0,0,1
"White Merlot, my new favorite wine!",1,0,0,0,1
Great learning experience and Great wine!,1,0,0,0,1
Very good wine and great people,1,0,0,0,1
"Grounds are nice and wine was tasty.  The ""tour"" is really more informational than a moving tour.  Overall happy with experience and the ""tasting"" part was very nice!",0,0,0,0,1
Wines were good. Skip the tour.,1,0,0,0,1
Awesome place!! I will be going back there very soon. Great wine and great people that work there..,1,0,0,0,1
I loved all the wine I tasted I bought them all,1,0,0,0,1
"The wine was good, the outside deck relaxing.  It was a beautiful day so atmosphere was really enjoyable.  Loved the winery Rottweiler, such a sweet dog.  A bit of a drive from where we live so we made a day of it, stopped at Cabela's afterward.",1,0,1,0,1
wine tasted wonderful and were a  great price!,1,0,0,1,1
"Did not have free wine glasses when we visited, had to stop in again three weeks later.  Wine was good, when called to pick-up glasses, no one answered.  .",1,0,0,0,1
The wine and staff were absolutely great. I will definitely return.,1,0,0,0,1
Great wine. Really friendly staff,1,1,0,0,1
The tour was very enlighting and educational. The proprietors are knowledgable and friendly and they have great tasting wine!,1,0,0,0,1
"A delightful experience.Great surroundings,friendly and knowledgeable staff and owner, excellent wines.",1,1,0,0,1
Great Groupon deal! had alot of fun. (great couple activity). Tour and tasting were fantastic. It was educational and fun. The owners were very kind.,1,0,0,1,1
"very informative tour, very friendly owners",0,0,0,0,1
The vineyard was great. We really enjoyed it and would recommend it. Can't wait to go back next month and enjoy the music.,0,0,0,0,1
"We took another couple with us and had a great time.  We had hoped the tour would include being shown the fields and property and harvesting.  The tour was extremely informative and well worth our time.   After the tour and tasting, we enjoyed a few bottles of wine as we sat on the deck.  The staff was very accomodating and helpful.  We had a fantastic time and plan to go back.",0,1,0,0,1
"The winery was definitely worth the trip! The tour was very informative and the wine tasting was fun. I would recommend this to a mother/daughter, date, or group of friends looking for something different to try.",1,0,0,0,1
Great vineyard with owners that know and love their wine. Must go!,1,0,0,0,1
Tour was awesome.  I learned a lot.  Owners very nice.,0,0,0,0,1
Joe gave us a wonderful and informative tour.,0,0,0,0,1
Amazing experience definitely low key,0,0,1,0,1
It's was a lovely experience and people that work their was so nice!!!! Would love to go back their again.,0,0,0,0,1
"This place was beautiful and the staff was very friendly
My girls and I loved this place and we will definitely be back",0,1,0,0,1
The staff is sweet and helpful.   Love their wine.  Beautiful surroundings.  Fun time?,1,1,0,0,1
"If you are Lehigh Valley resident, worth the trip.  Scenic locale and friendly staff make this worth the visit.  Owner/Guide ""Joe"" has a background in microbiology and California wine-making background.  He is very personable and seems to enjoy interacting with the guests, so his tour is both informative and entertaining.  Wine and cheese tasting in a scenic locale makes for a relaxing, enjoyable couple of hours.",1,1,0,0,1
First time to Reading Terminal and first time for Blue Mountain. Enjoyed 5 healthy servings with 5 complementing chocolates.  Great time and great value.,0,0,0,0,1
"I purchased this as s birthday gift for my boyfriend. I got the deal that included the wine and chocolate tasting with the vineyard tour. However, even though the wine and chocolate were good, I would had appreciated if the staff would had told me when I called to make my reservation, that the Vineyard tour was not included because the season was over. In that way, my boyfriend and I would have gone to the nearest branch around us in the city (Philadelphia) and we would had saved ourselves the drive and the money spent to rent the car we used to get there.",1,1,0,1,0
"Complicated place to get to in Philadelphia, but what a great experience!

I bought 3 bottles of wine! I wish I had more money to buy more ! 

Our server was knowledgeable with all the wines poured amongst others.

I recommend !!",1,0,0,0,1
"It's  a great place to spend a Sunday afternoon, nothing like it.",0,0,0,0,1
"Very small, lovely, intimate place inside the reading terminal. The wines are really good!",1,0,0,0,1
"Very impressive winery, tucked away on a back road overlooking two lakes and old farmhouses First:  Excellent service The Groupon deal was an exclusive tasting, complete with artisan chocolates made in Macungie, Pa especially for Blue Mountain Vineyards and Winery Our tasting hostess was very attentive, knowledgeable and sincerely intetested in our options FYI: Cab and dark chocolate with almonds was multi dimensional - cab, chocolate and almonds - quite delicious  You get a wine glass with this Groupon too!",1,1,0,1,1
My girlfriend and i thoroughly enjoyed our wine tasting/ cheese pairing and vienyard tour alot! Very informative!,1,0,0,0,1
Very good experience. The hostess for our tasting was excellent and very knowledgable. Thoroughly enjoyable!,1,0,0,0,1
"Had a great time! Will be back! 
Shiraz (the extra, extra large Rottweiler) needs his own label.
Only downside: Make sure people have fresh crackers to change palate between tasting different wines. I got a selection of crumbs!!
Great atmosphere. Beautiful winery! Told all my friends to go.",0,0,0,0,1
"It was a great time! When driving there it seems as though you are going through the boonies, but hang tight and you will pull into a beautiful vineyard. It was a very nice time. Great double date idea!",0,0,0,0,1
Joe was very informative and my husband and I enjoyed the lovely snowy vineyard. Deffenitly will be returning when it's warm out to enjoy it again!,0,1,0,0,1
"Enjoyable afternoon learning about wines, the winemaking process and sampling wine and cheese!  Would recommend it, especially for novices and those interested in exploring small wineries and vineyards.",1,0,0,0,1
The Service was good. The wine was delicious .,1,1,0,0,1
Had a blast and great dancing music!!!!,0,0,0,0,1
Great experience. Wine and chocolate tasting was a great time for 6 of us.,1,0,1,0,1
Had a lovely time and will go back again. Joe and Vicki are a delight to listen to and I learned a lot about the making of wine.My favorite being the Merlot but all their reds tried were delicious. To think I didn't have to get on a plane and fly west to enjoy a wine tasting is awesome.,1,0,0,0,1
They had the best dry red wine I've tasted in PA.,1,0,0,0,1
Enjoyed myself!!! Received great service and recommendations on different wines,1,1,0,0,1
It is inside the Giant food store.,1,0,0,0,1
The petite syrah was wonderful!  Try that one!  Although they were all very good!,1,0,0,0,1
"I love your red wines! Dry red wines are not my favorite but your red wine changed my mind and palate.  I also did not get any headaches, flushed face, or my normal after effects of drinking red wine.",1,0,0,0,1
"The wine was good the ambiance was great. For the value that was listed the size of the cheese was about what you would bait a mouse trap with. I expected that there would be instruction since it was supposed to be a class, not here was your wine glass here is 4 one inch by one inch cubes of cheese chopped into 9 pieces",1,0,0,0,0
Delicious wine and great people,1,0,0,0,1
The winery is in a beautiful setting. Our hostess was very friendly and knowledgeable of her product. we thoroughly enjoyed the afternoon.,1,1,0,0,1
Staff are knowledgeable and friendly. My husband and I will go to their vineyard next time around.,0,1,0,0,1
The staff was very friendly and my boyfriend and I felt very welcome. The cheese selections were very tasty and were paired well with the wine.,1,1,0,0,1
Pleasant staff and a good time in general with a group of friends.,0,1,0,0,1
"This was so worth the trip its my Second one!! Great atmosphere just off of the market, very knowledgeable staff and delicious cheese pairings!! Highly recommended!!",1,1,1,0,1
"Always a good time.
We Do Miss Victor...",0,0,0,0,1
"My boyfriend and I had the best time at Blue Mountain Vineyard. The winery tour was informative, and the tasting was done perfectly.  Between the two of us we were able to taste so many of their delicious wines.  And the service was impeccable.  Our favorite wines were the White Merlot and Cab Sav that was fermented in a bourbon barrel. I highly recommend a visit to this great vineyard.",1,1,0,0,1
The woman helping us was knowledgeable and friendly. I do a lot of wine tastings but she was by far the best I experience I have had so far.,1,0,0,0,1
We had a great time. We brought snacks and enjoyed a bottle of wine,1,0,0,0,1
The employees were so delightful.,0,1,0,0,1
Excellent experience. Had an awesome time and already planning another trip!,0,0,0,0,1
Very knowledgeable and friendly experience!,0,0,1,0,1
"The wines were wonderful!  The cheese samples were very small, and there was a lot of noise from the live music that made it hard to hear our wine guide.  We also had to stand at the bar, which is very close to the live music. Overall I would give the wines 5 stars, the cheeses were good, but the samples were tiny.",1,0,0,0,1
"We had a great time!  Plenty of wine and tasty snacks, and a tour of the vineyard.  Friendly owners and staff.",1,1,0,0,1
The wine and cheese pairing was pleasant and our hostess was kind.  Their gift shop had some unique items and everything was very reasonably priced.,1,0,0,0,1
Healthy pours and friendly service! More than just a tasting!,1,1,0,0,1
"What a beautiful place! Even in the off season we had a wonderful time wine tasting. And as a bonus, I proposed to my fianc√© there and she said yes!",1,0,0,0,1
Had a fabulous time.,0,0,0,0,1
"What an awesome experience.  I would highly recommend this for a restful, beautiful afternoon.  The staff is so friendly ans warm.  The best!",0,1,0,0,1
Great venue! Loved the Sunday music. Only downside the person doing the wine sampling was not astute to the wines and primarily talked about what she liked and didn't like.,1,0,0,0,1
It was awsome!,0,0,0,0,1
It was very delightful. Kat was great! It was a very personal experience and I would do it again! We also had the surprise of 20% off our purchase of wine. Would definitely recommend!,1,0,0,1,1
We had a really great time! The people were very nice and the vineyard was beautiful,0,0,0,0,1
Great wine selection and very informative/ friendly staff would definitely try this again!,1,1,0,0,1
We had a great experience the Guide was professional and knowledgeable.,0,0,0,0,1
